TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,PLAYER_SLUG,POSITION,HEIGHT,WEIGHT,AGE,EXPERIENCE
1610612752,NYK,1630167,Obi Toppin,obi-toppin,F,6-9,220,23.0,R
1610612752,NYK,203457,Nerlens Noel,nerlens-noel,C-F,6-11,220,26.0,6
1610612752,NYK,201565,Derrick Rose,derrick-rose,G,6-2,200,32.0,11
1610612752,NYK,1630193,Immanuel Quickley,immanuel-quickley,G,6-3,190,21.0,R
1610612752,NYK,203901,Elfrid Payton,elfrid-payton,G,6-3,195,27.0,6
1610612752,NYK,1629628,RJ Barrett,rj-barrett,F-G,6-6,214,20.0,1
1610612752,NYK,1628373,Frank Ntilikina,frank-ntilikina,G,6-4,200,22.0,3
1610612752,NYK,1629738,Vincent Poirier,vincent-poirier,C-F,7-0,235,27.0,1
1610612752,NYK,202692,Alec Burks,alec-burks,G,6-6,214,29.0,9
1610612752,NYK,1628995,Kevin Knox II,kevin-knox-ii,F,6-7,215,21.0,2
1610612752,NYK,1629033,Theo Pinson,theo-pinson,G-F,6-5,212,25.0,2
1610612752,NYK,1628390,Terrance Ferguson,terrance-ferguson,G,6-6,190,22.0,3
1610612752,NYK,1629011,Mitchell Robinson,mitchell-robinson,C-F,7-0,240,22.0,2
1610612752,NYK,203493,Reggie Bullock,reggie-bullock,G-F,6-6,205,30.0,7
1610612752,NYK,203944,Julius Randle,julius-randle,F-C,6-8,250,26.0,6
1610612752,NYK,201959,Taj Gibson,taj-gibson,F,6-9,232,35.0,11
1610612746,LAC,202704,Reggie Jackson,reggie-jackson,G,6-2,208,30.0,9
1610612746,LAC,202695,Kawhi Leonard,kawhi-leonard,F,6-7,225,29.0,9
1610612746,LAC,1630206,Jay Scrubb,jay-scrubb,G,6-5,220,20.0,R
1610612746,LAC,1628379,Luke Kennard,luke-kennard,G,6-5,206,24.0,3
1610612746,LAC,200765,Rajon Rondo,rajon-rondo,G,6-1,180,35.0,14
1610612746,LAC,1629599,Amir Coffey,amir-coffey,G-F,6-7,210,23.0,1
1610612746,LAC,202694,Marcus Morris Sr.,marcus-morris-sr,F,6-8,218,31.0,9
1610612746,LAC,201586,Serge Ibaka,serge-ibaka,F,6-10,235,31.0,11
1610612746,LAC,1630187,Daniel Oturu,daniel-oturu,C,6-8,240,21.0,R
1610612746,LAC,202331,Paul George,paul-george,F,6-8,220,30.0,10
1610612746,LAC,1629611,Terance Mann,terance-mann,G-F,6-5,215,24.0,1
1610612746,LAC,201976,Patrick Beverley,patrick-beverley,G,6-1,180,32.0,8
1610612746,LAC,201587,Nicolas Batum,nicolas-batum,G-F,6-8,230,32.0,12
1610612746,LAC,1627826,Ivica Zubac,ivica-zubac,C,7-0,240,24.0,4
1610612746,LAC,202335,Patrick Patterson,patrick-patterson,F,6-8,235,32.0,10
1610612763,MEM,1629001,De'Anthony Melton,deanthony-melton,G,6-2,200,22.0,2
1610612763,MEM,203937,Kyle Anderson,kyle-anderson,F-G,6-9,230,27.0,6
1610612763,MEM,1630214,Xavier Tillman,xavier-tillman,F,6-8,245,22.0,R
1610612763,MEM,1628960,Grayson Allen,grayson-allen,G,6-4,198,25.0,2
1610612763,MEM,1629007,Jontay Porter,jontay-porter,C-F,6-11,240,21.0,R
1610612763,MEM,1626159,Justise Winslow,justise-winslow,F-G,6-6,222,25.0,5
1610612763,MEM,1629630,Ja Morant,ja-morant,G,6-3,174,21.0,1
1610612763,MEM,1628991,Jaren Jackson Jr.,jaren-jackson-jr,F-C,6-11,242,21.0,2
1610612763,MEM,1629634,Brandon Clarke,brandon-clarke,F,6-8,215,24.0,1
1610612763,MEM,202685,Jonas Valanciunas,jonas-valanciunas,C,6-11,265,28.0,8
1610612763,MEM,1626145,Tyus Jones,tyus-jones,G,6-0,196,24.0,5
1610612763,MEM,1630217,Desmond Bane,desmond-bane,G,6-5,215,22.0,R
1610612763,MEM,1628415,Dillon Brooks,dillon-brooks,G-F,6-7,225,25.0,3
1610612763,MEM,1630253,Sean McDermott,sean-mcdermott,F,6-6,195,24.0,R
1610612763,MEM,1629681,Killian Tillie,killian-tillie,F-C,6-9,220,23.0,R
1610612763,MEM,1629723,John Konchar,john-konchar,G,6-5,210,25.0,1
1610612762,UTA,203903,Jordan Clarkson,jordan-clarkson,G,6-4,194,28.0,6
1610612762,UTA,204060,Joe Ingles,joe-ingles,F-G,6-8,220,33.0,6
1610612762,UTA,1630235,Trent Forrest,trent-forrest,G,6-4,210,22.0,R
1610612762,UTA,1629714,Jarrell Brantley,jarrell-brantley,F,6-5,250,24.0,1
1610612762,UTA,101141,Ersan Ilyasova,ersan-ilyasova,F,6-9,235,33.0,12
1610612762,UTA,201144,Mike Conley,mike-conley,G,6-1,175,33.0,13
1610612762,UTA,202324,Derrick Favors,derrick-favors,F,6-9,265,29.0,10
1610612762,UTA,1629752,Juwan Morgan,juwan-morgan,F,6-7,232,23.0,1
1610612762,UTA,1628962,Udoka Azubuike,udoka-azubuike,C-F,6-10,280,21.0,R
1610612762,UTA,1629744,Matt Thomas,matt-thomas,G,6-4,190,26.0,1
1610612762,UTA,1626220,Royce O'Neale,royce-oneale,F,6-4,226,27.0,3
1610612762,UTA,203497,Rudy Gobert,rudy-gobert,C,7-1,258,28.0,7
1610612762,UTA,1627777,Georges Niang,georges-niang,F,6-7,230,27.0,4
1610612762,UTA,1630190,Elijah Hughes,elijah-hughes,G,6-5,215,23.0,R
1610612762,UTA,202711,Bojan Bogdanovic,bojan-bogdanovic,F,6-7,226,31.0,6
1610612762,UTA,1628378,Donovan Mitchell,donovan-mitchell,G,6-1,215,24.0,3
1610612762,UTA,1629671,Miye Oni,miye-oni,G-F,6-5,206,23.0,1
1610612748,MIA,1629216,Gabe Vincent,gabe-vincent,G,6-3,200,24.0,1
1610612748,MIA,203506,Victor Oladipo,victor-oladipo,G,6-4,213,28.0,7
1610612748,MIA,1630173,Precious Achiuwa,precious-achiuwa,F,6-8,225,21.0,R
1610612748,MIA,201609,Goran Dragic,goran-dragic,G,6-3,190,34.0,12
1610612748,MIA,2772,Trevor Ariza,trevor-ariza,F,6-8,215,35.0,16
1610612748,MIA,1629644,KZ Okpala,kz-okpala,F-G,6-8,215,21.0,1
1610612748,MIA,1628389,Bam Adebayo,bam-adebayo,C-F,6-9,255,23.0,3
1610612748,MIA,1629639,Tyler Herro,tyler-herro,G,6-5,195,21.0,1
1610612748,MIA,202710,Jimmy Butler,jimmy-butler,F,6-7,230,31.0,9
1610612748,MIA,1629134,Kendrick Nunn,kendrick-nunn,G,6-2,190,25.0,1
1610612748,MIA,2738,Andre Iguodala,andre-iguodala,G-F,6-6,215,37.0,16
1610612748,MIA,1629622,Max Strus,max-strus,G-F,6-5,215,24.0,1
1610612748,MIA,2617,Udonis Haslem,udonis-haslem,F,6-8,235,40.0,17
1610612748,MIA,1629130,Duncan Robinson,duncan-robinson,F,6-7,215,26.0,2
1610612748,MIA,202357,Nemanja Bjelica,nemanja-bjelica,F,6-10,234,32.0,5
1610612760,OKC,1628983,Shai Gilgeous-Alexander,shai-gilgeous-alexander,G-F,6-6,180,22.0,2
1610612760,OKC,1629652,Luguentz Dort,luguentz-dort,G,6-3,215,21.0,1
1610612760,OKC,1629647,Darius Bazley,darius-bazley,F-G,6-8,208,20.0,1
1610612760,OKC,203085,Austin Rivers,austin-rivers,G,6-4,200,28.0,8
1610612760,OKC,1629650,Moses Brown,moses-brown,C,7-2,245,21.0,1
1610612760,OKC,1630177,Theo Maledon,theo-maledon,G,6-4,175,19.0,R
1610612760,OKC,1628396,Tony Bradley,tony-bradley,C-F,6-10,248,23.0,3
1610612760,OKC,203121,Darius Miller,darius-miller,F,6-6,225,31.0,5
1610612760,OKC,1629004,Svi Mykhailiuk,svi-mykhailiuk,G-F,6-7,205,23.0,2
1610612760,OKC,1630221,Josh Hall,josh-hall,F,6-9,190,20.0,R
1610612760,OKC,1629660,Ty Jerome,ty-jerome,G-F,6-5,195,23.0,1
1610612760,OKC,1630197,Aleksej Pokusevski,aleksej-pokusevski,C,7-0,190,19.0,R
1610612760,OKC,1629676,Isaiah Roby,isaiah-roby,F,6-8,230,23.0,1
1610612760,OKC,203488,Mike Muscala,mike-muscala,F-C,6-10,240,29.0,7
1610612760,OKC,1629026,Kenrich Williams,kenrich-williams,G-F,6-6,210,26.0,2
1610612760,OKC,201143,Al Horford,al-horford,C-F,6-9,240,34.0,13
1610612760,OKC,1628382,Justin Jackson,justin-jackson,F,6-8,220,26.0,3
1610612761,TOR,1628778,Paul Watson,paul-watson,G,6-6,210,26.0,1
1610612761,TOR,1630223,Jalen Harris,jalen-harris,G,6-5,195,22.0,R
1610612761,TOR,1628384,OG Anunoby,og-anunoby,F,6-7,232,23.0,3
1610612761,TOR,1626169,Stanley Johnson,stanley-johnson,F-G,6-6,242,24.0,5
1610612761,TOR,203918,Rodney Hood,rodney-hood,G-F,6-8,208,28.0,6
1610612761,TOR,200768,Kyle Lowry,kyle-lowry,G,6-0,196,35.0,14
1610612761,TOR,1630201,Malachi Flynn,malachi-flynn,G,6-1,175,22.0,R
1610612761,TOR,1629139,Yuta Watanabe,yuta-watanabe,G-F,6-9,215,26.0,2
1610612761,TOR,1627775,Patrick McCaw,patrick-mccaw,G,6-7,181,25.0,4
1610612761,TOR,1627832,Fred VanVleet,fred-vanvleet,G,6-1,197,27.0,4
1610612761,TOR,1628449,Chris Boucher,chris-boucher,F-C,6-9,200,28.0,3
1610612761,TOR,1629018,Gary Trent Jr.,gary-trent-jr,G-F,6-5,209,22.0,2
1610612761,TOR,1627783,Pascal Siakam,pascal-siakam,F,6-9,230,26.0,4
1610612761,TOR,203382,Aron Baynes,aron-baynes,C-F,6-10,260,34.0,8
1610612761,TOR,1627761,DeAndre' Bembry,deandre-bembry,G-F,6-5,210,26.0,4
1610612749,MIL,1628978,Donte DiVincenzo,donte-divincenzo,G,6-4,203,24.0,2
1610612749,MIL,1629066,Rodions Kurucs,rodions-kurucs,F,6-9,228,23.0,2
1610612749,MIL,1627854,Bryn Forbes,bryn-forbes,G,6-2,205,27.0,4
1610612749,MIL,1626171,Bobby Portis,bobby-portis,F,6-10,250,26.0,5
1610612749,MIL,201572,Brook Lopez,brook-lopez,C,7-0,282,32.0,12
1610612749,MIL,1629670,Jordan Nwora,jordan-nwora,F,6-8,225,22.0,R
1610612749,MIL,1630241,Sam Merrill,sam-merrill,G,6-4,205,24.0,R
1610612749,MIL,200782,P.J. Tucker,pj-tucker,F,6-5,245,35.0,9
1610612749,MIL,201950,Jrue Holiday,jrue-holiday,G,6-3,205,30.0,11
1610612749,MIL,203114,Khris Middleton,khris-middleton,F,6-7,222,29.0,8
1610612749,MIL,1626192,Pat Connaughton,pat-connaughton,G,6-5,209,28.0,5
1610612749,MIL,1629603,Mamadi Diakite,mamadi-diakite,F,6-9,228,24.0,R
1610612749,MIL,203507,Giannis Antetokounmpo,giannis-antetokounmpo,F,6-11,242,26.0,7
1610612749,MIL,203648,Thanasis Antetokounmpo,thanasis-antetokounmpo,F,6-6,219,28.0,2
1610612749,MIL,1626253,Axel Toupane,axel-toupane,G-F,6-7,210,28.0,2
1610612765,DET,1628372,Dennis Smith Jr.,dennis-smith-jr,G,6-2,205,23.0,3
1610612765,DET,1628402,Frank Jackson,frank-jackson,G,6-3,205,22.0,2
1610612765,DET,1628977,Hamidou Diallo,hamidou-diallo,G,6-5,202,22.0,2
1610612765,DET,1630165,Killian Hayes,killian-hayes,G,6-5,195,19.0,R
1610612765,DET,201961,Wayne Ellington,wayne-ellington,G,6-4,207,33.0,11
1610612765,DET,203924,Jerami Grant,jerami-grant,F,6-8,210,27.0,6
1610612765,DET,1626143,Jahlil Okafor,jahlil-okafor,C-F,6-10,270,25.0,5
1610612765,DET,203585,Rodney McGruder,rodney-mcgruder,G,6-4,205,29.0,4
1610612765,DET,202709,Cory Joseph,cory-joseph,G,6-3,200,29.0,9
1610612765,DET,1628367,Josh Jackson,josh-jackson,G-F,6-8,207,24.0,3
1610612765,DET,203486,Mason Plumlee,mason-plumlee,F-C,6-11,254,31.0,7
1610612765,DET,1629076,Tyler Cook,tyler-cook,F,6-8,255,23.0,1
1610612765,DET,1630191,Isaiah Stewart,isaiah-stewart,F-C,6-8,250,19.0,R
1610612765,DET,1630240,Saben Lee,saben-lee,G,6-2,183,21.0,R
1610612765,DET,1630180,Saddiq Bey,saddiq-bey,F,6-7,215,21.0,R
1610612765,DET,1629635,Sekou Doumbouya,sekou-doumbouya,F,6-8,230,20.0,1
1610612765,DET,1629686,Deividas Sirvydis,deividas-sirvydis,F-G,6-8,190,20.0,R
1610612759,SAS,1629022,Lonnie Walker IV,lonnie-walker-iv,G-F,6-4,204,22.0,2
1610612759,SAS,1629640,Keldon Johnson,keldon-johnson,F-G,6-5,220,21.0,1
1610612759,SAS,1628401,Derrick White,derrick-white,G,6-4,190,26.0,3
1610612759,SAS,1627749,Dejounte Murray,dejounte-murray,G,6-4,180,24.0,3
1610612759,SAS,201988,Patty Mills,patty-mills,G,6-1,180,32.0,11
1610612759,SAS,201942,DeMar DeRozan,demar-derozan,G-F,6-6,220,31.0,11
1610612759,SAS,1629234,Drew Eubanks,drew-eubanks,F-C,6-9,245,24.0,2
1610612759,SAS,1629683,Quinndary Weatherspoon,quinndary-weatherspoon,G,6-3,205,24.0,1
1610612759,SAS,1629677,Luka Samanic,luka-samanic,F,6-10,227,21.0,1
1610612759,SAS,200752,Rudy Gay,rudy-gay,F-G,6-8,250,34.0,14
1610612759,SAS,1629244,Cameron Reynolds,cameron-reynolds,F,6-7,225,26.0,1
1610612759,SAS,1630170,Devin Vassell,devin-vassell,G-F,6-5,200,20.0,R
1610612759,SAS,1627751,Jakob Poeltl,jakob-poeltl,C,7-1,245,25.0,4
1610612759,SAS,1628966,Keita Bates-Diop,keita-bates-diop,F,6-8,229,25.0,2
1610612759,SAS,1627737,Marquese Chriss,marquese-chriss,F,6-9,240,23.0,4
1610612759,SAS,1630200,Tre Jones,tre-jones,G,6-1,185,21.0,R
1610612759,SAS,1626168,Trey Lyles,trey-lyles,F,6-9,234,25.0,5
1610612758,SAC,1630169,Tyrese Haliburton,tyrese-haliburton,G,6-5,185,21.0,R
1610612758,SAC,1629056,Terence Davis,terence-davis,G,6-4,201,23.0,1
1610612758,SAC,1630186,Jahmi'us Ramsey,jahmius-ramsey,G,6-3,190,19.0,R
1610612758,SAC,1628368,De'Aaron Fox,deaaron-fox,G,6-3,185,23.0,3
1610612758,SAC,1629657,Kyle Guy,kyle-guy,G,6-1,167,23.0,1
1610612758,SAC,203090,Maurice Harkless,maurice-harkless,F-G,6-7,220,27.0,8
1610612758,SAC,1629713,Justin James,justin-james,G-F,6-7,190,24.0,1
1610612758,SAC,1630218,Robert Woodard II,robert-woodard-ii,F,6-6,235,21.0,R
1610612758,SAC,1629610,DaQuan Jeffries,daquan-jeffries,G-F,6-5,230,23.0,1
1610612758,SAC,202355,Hassan Whiteside,hassan-whiteside,C,7-0,265,31.0,8
1610612758,SAC,1626158,Richaun Holmes,richaun-holmes,F,6-10,235,27.0,5
1610612758,SAC,1627741,Buddy Hield,buddy-hield,G,6-4,220,28.0,4
1610612758,SAC,1629002,Chimezie Metu,chimezie-metu,F-C,6-9,225,24.0,2
1610612758,SAC,1629735,Chris Silva,chris-silva,F,6-8,234,24.0,1
1610612758,SAC,1628963,Marvin Bagley III,marvin-bagley-iii,F,6-11,235,22.0,2
1610612758,SAC,203084,Harrison Barnes,harrison-barnes,F,6-8,225,28.0,8
1610612758,SAC,1626153,Delon Wright,delon-wright,G,6-5,185,28.0,5
1610612764,WAS,203078,Bradley Beal,bradley-beal,G,6-3,207,27.0,8
1610612764,WAS,201566,Russell Westbrook,russell-westbrook,G,6-3,200,32.0,12
1610612764,WAS,1630216,Cassius Winston,cassius-winston,G,6-1,185,23.0,R
1610612764,WAS,1629060,Rui Hachimura,rui-hachimura,F,6-8,230,23.0,1
1610612764,WAS,1630166,Deni Avdija,deni-avdija,F,6-9,210,20.0,R
1610612764,WAS,1629010,Jerome Robinson,jerome-robinson,G,6-4,190,24.0,2
1610612764,WAS,1629655,Daniel Gafford,daniel-gafford,F-C,6-10,234,22.0,1
1610612764,WAS,1628418,Thomas Bryant,thomas-bryant,C-F,6-10,248,23.0,3
1610612764,WAS,202397,Ish Smith,ish-smith,G,6-0,175,32.0,10
1610612764,WAS,1628990,Chandler Hutchison,chandler-hutchison,F-G,6-6,210,24.0,2
1610612764,WAS,201577,Robin Lopez,robin-lopez,C,7-0,281,32.0,12
1610612764,WAS,1630264,Anthony Gill,anthony-gill,F,6-7,230,28.0,R
1610612764,WAS,1629067,Isaac Bonga,isaac-bonga,G,6-8,180,21.0,2
1610612764,WAS,203526,Raul Neto,raul-neto,G,6-1,180,28.0,5
1610612764,WAS,1629726,Garrison Mathews,garrison-mathews,G,6-5,215,24.0,1
1610612764,WAS,203458,Alex Len,alex-len,C,7-0,250,27.0,7
1610612764,WAS,202722,Davis Bertans,davis-bertans,F,6-10,225,28.0,4
1610612766,CHA,1628970,Miles Bridges,miles-bridges,F,6-6,225,23.0,2
1610612766,CHA,1628370,Malik Monk,malik-monk,G,6-3,200,23.0,3
1610612766,CHA,1630163,LaMelo Ball,lamelo-ball,G,6-6,180,19.0,R
1610612766,CHA,1626179,Terry Rozier,terry-rozier,G,6-1,190,27.0,5
1610612766,CHA,1628984,Devonte' Graham,devonte-graham,G,6-1,195,26.0,2
1610612766,CHA,1629667,Jalen McDaniels,jalen-mcdaniels,F-C,6-9,205,23.0,1
1610612766,CHA,1630203,Grant Riller,grant-riller,G,6-2,190,24.0,R
1610612766,CHA,202687,Bismack Biyombo,bismack-biyombo,C,6-8,255,28.0,9
1610612766,CHA,202954,Brad Wanamaker,brad-wanamaker,G,6-3,210,31.0,2
1610612766,CHA,1628997,Caleb Martin,caleb-martin,F,6-5,205,25.0,1
1610612766,CHA,1628998,Cody Martin,cody-martin,F,6-5,205,25.0,1
1610612766,CHA,1630208,Nick Richards,nick-richards,C,7-0,245,23.0,R
1610612766,CHA,202330,Gordon Hayward,gordon-hayward,F,6-7,225,31.0,10
1610612766,CHA,1630176,Vernon Carey Jr.,vernon-carey-jr,F-C,6-9,270,20.0,R
1610612766,CHA,1629023,P.J. Washington,pj-washington,F,6-7,230,22.0,1
1610612766,CHA,1630268,Nate Darling,nate-darling,G,6-6,200,22.0,R
1610612766,CHA,203469,Cody Zeller,cody-zeller,F-C,6-11,240,28.0,7
1610612739,CLE,201567,Kevin Love,kevin-love,F-C,6-8,251,32.0,12
1610612739,CLE,1626188,Quinn Cook,quinn-cook,G,6-1,180,28.0,4
1610612739,CLE,1629012,Collin Sexton,collin-sexton,G,6-1,190,22.0,2
1610612739,CLE,1630205,Lamar Stevens,lamar-stevens,F,6-6,230,23.0,R
1610612739,CLE,1629685,Dylan Windler,dylan-windler,G-F,6-6,196,24.0,R
1610612739,CLE,1629636,Darius Garland,darius-garland,G,6-1,192,21.0,1
1610612739,CLE,1627752,Taurean Prince,taurean-prince,F,6-7,218,27.0,4
1610612739,CLE,1626224,Cedi Osman,cedi-osman,F,6-7,230,25.0,3
1610612739,CLE,203521,Matthew Dellavedova,matthew-dellavedova,G,6-3,200,30.0,7
1610612739,CLE,1628422,Damyean Dotson,damyean-dotson,G,6-5,210,26.0,3
1610612739,CLE,1626204,Larry Nance Jr.,larry-nance-jr,F-C,6-7,245,28.0,5
1610612739,CLE,1628392,Isaiah Hartenstein,isaiah-hartenstein,C-F,7-0,250,22.0,2
1610612739,CLE,1628386,Jarrett Allen,jarrett-allen,C,6-11,243,22.0,3
1610612739,CLE,1629731,Dean Wade,dean-wade,F-C,6-9,228,24.0,1
1610612739,CLE,1630271,Brodric Thomas,brodric-thomas,G,6-5,185,24.0,R
1610612739,CLE,1630171,Isaac Okoro,isaac-okoro,F-G,6-5,225,20.0,R
1610612738,BOS,1628369,Jayson Tatum,jayson-tatum,F-G,6-8,210,23.0,3
1610612738,BOS,1628436,Luke Kornet,luke-kornet,F-C,7-2,250,25.0,3
1610612738,BOS,1629035,Carsen Edwards,carsen-edwards,G,5-11,200,23.0,1
1610612738,BOS,1627759,Jaylen Brown,jaylen-brown,G-F,6-6,223,24.0,4
1610612738,BOS,202689,Kemba Walker,kemba-walker,G,6-0,184,30.0,9
1610612738,BOS,203095,Evan Fournier,evan-fournier,G-F,6-7,205,28.0,8
1610612738,BOS,1630202,Payton Pritchard,payton-pritchard,G,6-1,195,23.0,R
1610612738,BOS,1629684,Grant Williams,grant-williams,F,6-6,236,22.0,1
1610612738,BOS,202684,Tristan Thompson,tristan-thompson,C-F,6-9,254,30.0,9
1610612738,BOS,1629021,Moritz Wagner,moritz-wagner,F-C,6-11,245,23.0,2
1610612738,BOS,1630174,Aaron Nesmith,aaron-nesmith,G-F,6-5,215,21.0,R
1610612738,BOS,203935,Marcus Smart,marcus-smart,G,6-3,220,27.0,6
1610612738,BOS,1628400,Semi Ojeleye,semi-ojeleye,F,6-6,240,26.0,3
1610612738,BOS,1629057,Robert Williams III,robert-williams-iii,C-F,6-8,237,23.0,2
1610612738,BOS,1629641,Romeo Langford,romeo-langford,G-F,6-4,216,21.0,1
1610612738,BOS,1629682,Tremont Waters,tremont-waters,G,5-10,175,23.0,1
1610612738,BOS,1629605,Tacko Fall,tacko-fall,C,7-5,311,25.0,1
